Brand,Model,Year,Engine_Size,Fuel_Type,Transmission,Mileage,Doors,Owner_Count,Price
Honda,CR-V,2016,4.4,Petrol,Automatic,7588,4,5,14648
Volkswagen,TIGUAN,2002,3.4,Diesel,Automatic,152117,3,2,6557
Kia,SPORTAGE,2019,4.4,Petrol,Manual,195296,5,4,10294
Chevrolet,IMPALA,2006,4.4,Diesel,Automatic,191716,2,3,7965
Honda,CR-V,2000,3.6,Petrol,Manual,230409,2,3,3091
Honda,CIVIC,2014,1.1,Diesel,Automatic,106397,4,2,8772
Volkswagen,PASSAT,2007,3.7,Electric,Manual,295514,2,4,5989
Kia,SPORTAGE,2001,3.1,Hybrid,Automatic,232603,4,4,5347
Mercedes,E-CLASS,2000,2.5,Diesel,Manual,18150,3,5,6237
Volkswagen,PASSAT,2000,1.8,Petrol,Automatic,222084,2,3,2958
Toyota,COROLLA,2016,3.7,Petrol,Manual,59160,5,2,11416
Chevrolet,EQUINOX,2016,2.3,Petrol,Semi-automatic,73775,3,4,9724
Mercedes,E-CLASS,2007,2.4,Electric,Automatic,89733,3,1,10305
Hyundai,TUCSON,2002,2.6,Petrol,Semi-automatic,11401,5,4,7071
Chevrolet,IMPALA,2019,4.4,Diesel,Semi-automatic,233465,2,1,9530
Volkswagen,GOLF,2016,4.3,Petrol,Semi-automatic,240885,3,2,8382
Mercedes,GLA,2006,3.5,Electric,Semi-automatic,25049,4,5,10899
Chevrolet,EQUINOX,2003,2.0,Hybrid,Semi-automatic,110430,3,1,5791
Hyundai,ELANTRA,2018,3.7,Electric,Semi-automatic,205909,3,2,11081
Ford,EXPLORER,2011,1.4,Hybrid,Semi-automatic,161912,4,4,6561
Mercedes,C-CLASS,2002,3.6,Hybrid,Automatic,54815,3,5,9703
Hyundai,ELANTRA,2019,3.3,Electric,Manual,128619,3,5,12527
Honda,CIVIC,2019,4.0,Hybrid,Manual,121403,5,2,12371
Toyota,COROLLA,2019,4.2,Electric,Semi-automatic,253093,5,4,10938
Chevrolet,MALIBU,2022,4.8,Petrol,Semi-automatic,97890,2,2,13542
Toyota,CAMRY,2016,1.2,Diesel,Manual,157466,4,1,6950
Kia,RIO,2004,3.6,Petrol,Semi-automatic,168226,4,4,5535
Audi,A3,2009,1.2,Petrol,Automatic,275586,3,5,3988
Ford,FOCUS,2015,1.9,Electric,Manual,50573,4,5,11488
Volkswagen,TIGUAN,2006,2.6,Electric,Manual,219205,5,5,6115
Hyundai,ELANTRA,2008,2.7,Electric,Automatic,1708,5,2,12665
Kia,RIO,2012,3.6,Petrol,Automatic,244437,2,2,7911
Kia,SPORTAGE,2016,2.1,Electric,Manual,134097,4,5,10318
Ford,FIESTA,2010,1.1,Hybrid,Manual,98700,5,3,7226
Mercedes,E-CLASS,2018,1.6,Hybrid,Manual,78445,4,4,10531
Chevrolet,EQUINOX,2001,3.6,Hybrid,Semi-automatic,93140,2,1,7137
Hyundai,ELANTRA,2006,3.0,Diesel,Automatic,288209,3,2,4635
Hyundai,SONATA,2009,4.4,Hybrid,Semi-automatic,282931,5,3,6541
Volkswagen,PASSAT,2023,3.0,Hybrid,Automatic,242006,5,1,11659
Kia,OPTIMA,2006,4.6,Hybrid,Manual,272450,4,3,6051
Kia,SPORTAGE,2002,4.4,Petrol,Automatic,54982,5,5,9500
Chevrolet,MALIBU,2003,1.2,Diesel,Semi-automatic,53980,4,3,5120
Ford,EXPLORER,2019,1.6,Hybrid,Semi-automatic,84291,4,4,10714
Hyundai,SONATA,2002,3.1,Hybrid,Semi-automatic,264010,5,1,3519
Audi,A3,2020,1.7,Hybrid,Semi-automatic,54068,4,1,11718
Hyundai,TUCSON,2002,4.4,Petrol,Manual,253283,4,1,4034
Bmw,5 SERIES,2010,1.1,Petrol,Automatic,1666,4,3,9666
Honda,ACCORD,2000,2.8,Electric,Automatic,128713,4,2,7825
Toyota,CAMRY,2004,2.9,Diesel,Automatic,155101,3,5,6597
Volkswagen,PASSAT,2002,3.1,Diesel,Automatic,153222,5,2,6235
Bmw,3 SERIES,2004,3.0,Electric,Semi-automatic,140269,4,1,7494
Toyota,COROLLA,2022,4.6,Diesel,Automatic,48034,3,1,15839
Honda,ACCORD,2007,1.7,Electric,Automatic,197700,2,4,7446
Ford,FOCUS,2020,1.3,Hybrid,Manual,130961,2,4,9780
Volkswagen,TIGUAN,2009,1.5,Electric,Semi-automatic,204370,4,4,6212
Ford,EXPLORER,2005,1.9,Diesel,Semi-automatic,103956,5,2,5420
Chevrolet,EQUINOX,2004,3.0,Electric,Manual,86109,3,5,8577
Kia,SPORTAGE,2011,1.7,Hybrid,Manual,264104,4,2,4817
Honda,ACCORD,2019,2.1,Petrol,Automatic,1068,2,1,13378
Hyundai,ELANTRA,2004,3.1,Electric,Automatic,202084,2,1,7858
Bmw,3 SERIES,2012,4.5,Petrol,Semi-automatic,78159,3,1,10636
Kia,OPTIMA,2012,2.7,Electric,Automatic,188249,3,4,10135
Audi,A4,2021,3.6,Diesel,Semi-automatic,252284,5,4,8954
Mercedes,C-CLASS,2011,4.8,Diesel,Manual,120010,4,5,9799
Mercedes,GLA,2007,4.8,Petrol,Semi-automatic,77167,4,4,9456
Audi,Q5,2021,3.0,Diesel,Semi-automatic,226346,5,4,8873
Toyota,CAMRY,2014,4.1,Diesel,Automatic,35164,3,3,13196
Ford,EXPLORER,2015,4.3,Electric,Manual,147409,3,1,11951
Ford,FIESTA,2016,3.6,Diesel,Manual,292131,4,4,6657
Kia,RIO,2016,1.6,Electric,Automatic,285860,4,5,8282
Audi,A3,2005,2.3,Electric,Manual,112828,3,2,7643
Audi,Q5,2023,3.5,Hybrid,Semi-automatic,225090,2,2,10998
Volkswagen,GOLF,2003,2.5,Electric,Manual,235804,3,1,4783
Kia,RIO,2007,4.7,Electric,Manual,18622,4,3,12527
Honda,CIVIC,2001,1.8,Electric,Semi-automatic,38814,4,5,7423
Volkswagen,GOLF,2001,2.3,Diesel,Manual,64027,3,2,5419
Kia,RIO,2013,2.7,Hybrid,Manual,155927,5,4,8581
Honda,CR-V,2000,3.5,Hybrid,Semi-automatic,181019,2,2,4979
Ford,FOCUS,2014,3.8,Diesel,Semi-automatic,91618,4,4,10267
Chevrolet,EQUINOX,2004,2.6,Hybrid,Semi-automatic,234638,5,3,4207
Ford,FOCUS,2006,4.4,Hybrid,Automatic,213796,4,4,8524
Hyundai,ELANTRA,2008,4.5,Electric,Semi-automatic,242378,4,3,8152
Kia,OPTIMA,2015,3.4,Electric,Manual,68256,4,2,12634
Honda,CR-V,2012,4.9,Electric,Manual,4608,3,2,14507
Ford,FIESTA,2014,4.7,Electric,Automatic,262198,4,2,11256
Hyundai,ELANTRA,2014,3.7,Petrol,Semi-automatic,203553,3,5,7928
Audi,A4,2007,1.4,Petrol,Manual,252417,3,3,2551
Ford,FOCUS,2010,3.9,Hybrid,Automatic,42902,3,5,12641
Audi,A4,2020,4.8,Electric,Manual,116761,2,3,14564
Mercedes,C-CLASS,2015,2.7,Diesel,Manual,181326,5,5,7673
Ford,EXPLORER,2008,4.1,Electric,Manual,286699,3,5,6866
Toyota,RAV4,2013,3.8,Hybrid,Automatic,149662,2,1,11306
Volkswagen,TIGUAN,2019,4.7,Petrol,Semi-automatic,213300,4,1,10234
Toyota,RAV4,2015,2.0,Diesel,Manual,125458,2,3,8090
Hyundai,SONATA,2011,2.5,Petrol,Manual,61333,2,1,8673
Bmw,X5,2009,3.8,Electric,Automatic,103338,3,3,12033
Hyundai,ELANTRA,2019,1.9,Electric,Automatic,44978,4,4,14300
Honda,ACCORD,2002,2.5,Electric,Automatic,119657,2,2,8306
Ford,EXPLORER,2003,2.2,Electric,Manual,106537,4,4,7069
Honda,ACCORD,2005,2.8,Electric,Manual,228351,2,2,5832
Volkswagen,GOLF,2000,1.0,Hybrid,Semi-automatic,156258,4,1,2974
Mercedes,C-CLASS,2022,3.6,Diesel,Manual,233628,5,2,9627
Honda,ACCORD,2000,2.9,Hybrid,Semi-automatic,238272,5,1,3234
Chevrolet,MALIBU,2023,2.0,Diesel,Manual,280794,2,3,7384
Kia,RIO,2005,2.6,Diesel,Semi-automatic,14058,5,4,7918
Audi,A3,2018,3.3,Hybrid,Semi-automatic,274434,3,2,8311
Chevrolet,EQUINOX,2015,3.2,Diesel,Automatic,60419,4,4,12091
Bmw,X5,2021,5.0,Petrol,Semi-automatic,98604,2,4,13427
Volkswagen,GOLF,2023,1.6,Petrol,Automatic,133425,5,5,11431
Hyundai,TUCSON,2004,4.2,Hybrid,Manual,271816,3,5,5063
Mercedes,GLA,2019,2.9,Petrol,Semi-automatic,247451,3,3,7750
Ford,FIESTA,2014,4.7,Petrol,Semi-automatic,85892,5,2,11282
Ford,EXPLORER,2006,3.1,Electric,Semi-automatic,252610,2,3,5947
Audi,A4,2020,1.3,Hybrid,Manual,282883,4,1,6742
Bmw,5 SERIES,2020,2.7,Hybrid,Semi-automatic,109271,3,4,11614
Mercedes,GLA,2018,2.0,Hybrid,Automatic,119566,5,5,11608
Ford,FOCUS,2009,3.0,Diesel,Manual,54105,3,2,8717
Honda,CR-V,2020,2.4,Hybrid,Manual,103185,2,3,11436
Chevrolet,IMPALA,2010,1.8,Hybrid,Manual,227999,5,1,5340
Bmw,X5,2000,1.1,Hybrid,Automatic,141537,3,2,4869
Hyundai,ELANTRA,2022,2.8,Diesel,Automatic,250524,5,5,9989
Bmw,5 SERIES,2012,1.7,Petrol,Automatic,163543,5,4,7629
Audi,A4,2021,2.7,Petrol,Manual,283597,2,2,7428
Kia,RIO,2021,3.6,Petrol,Automatic,79401,4,3,13911
Ford,FIESTA,2007,3.4,Electric,Manual,125769,3,1,9084
Hyundai,SONATA,2009,4.1,Diesel,Manual,67077,2,5,9558
Hyundai,SONATA,2007,2.3,Electric,Manual,76257,2,3,8974
Ford,FOCUS,2010,1.2,Electric,Automatic,220484,4,4,7390
Toyota,CAMRY,2010,4.7,Petrol,Semi-automatic,155338,5,1,8693
Volkswagen,TIGUAN,2006,3.1,Electric,Automatic,135166,5,1,9796
Ford,FIESTA,2009,2.4,Petrol,Automatic,22624,4,4,10247
Audi,A3,2002,3.2,Hybrid,Automatic,106780,2,5,8264
Mercedes,C-CLASS,2017,2.3,Electric,Semi-automatic,40455,4,1,12690
Ford,EXPLORER,2007,1.1,Diesel,Semi-automatic,261935,4,2,2061
Honda,CR-V,2015,2.2,Electric,Manual,164031,4,5,9519
Mercedes,GLA,2018,4.8,Hybrid,Automatic,108824,3,4,14623
Honda,CR-V,2001,4.3,Petrol,Semi-automatic,67506,3,4,7349
Mercedes,C-CLASS,2013,1.5,Hybrid,Automatic,198747,5,4,8025
Honda,CR-V,2004,1.3,Electric,Automatic,189304,5,1,6313
Audi,A3,2019,3.1,Diesel,Semi-automatic,171550,3,5,9469
Chevrolet,MALIBU,2011,4.8,Electric,Automatic,49802,2,4,14703
Kia,RIO,2006,4.9,Electric,Manual,32528,4,3,12149
Kia,RIO,2002,3.3,Diesel,Automatic,252871,3,2,4442
Hyundai,TUCSON,2010,3.6,Diesel,Semi-automatic,37887,5,5,9942
Kia,OPTIMA,2003,1.5,Electric,Automatic,243023,2,3,5139
Ford,FIESTA,2011,5.0,Petrol,Automatic,125014,4,5,11399
Bmw,X5,2007,2.0,Electric,Automatic,225309,2,5,7193
Volkswagen,GOLF,2012,1.5,Electric,Semi-automatic,19946,5,4,10801
Toyota,RAV4,2016,1.5,Electric,Semi-automatic,34256,4,3,11714
Bmw,X5,2007,2.1,Electric,Manual,48326,5,4,9333
Chevrolet,IMPALA,2018,3.9,Hybrid,Automatic,22059,4,3,15458
Bmw,5 SERIES,2016,3.1,Petrol,Automatic,82589,2,3,11848
Mercedes,GLA,2005,3.5,Hybrid,Manual,254719,4,4,5005
Volkswagen,TIGUAN,2012,2.8,Diesel,Manual,22534,5,2,10049
Audi,A4,2009,3.3,Electric,Semi-automatic,105672,5,2,9986
Ford,FOCUS,2013,3.5,Electric,Manual,184223,2,1,9815
Ford,FIESTA,2012,3.4,Electric,Automatic,66901,3,3,13261
Toyota,CAMRY,2014,2.8,Petrol,Semi-automatic,277899,2,5,5542
Hyundai,ELANTRA,2010,4.5,Hybrid,Manual,93756,3,1,10724
Mercedes,GLA,2005,3.8,Electric,Automatic,159958,5,2,9700
Hyundai,TUCSON,2020,2.7,Petrol,Automatic,130146,2,3,11697
Audi,Q5,2017,3.4,Petrol,Semi-automatic,184285,4,3,8914
Ford,EXPLORER,2001,1.1,Hybrid,Manual,221586,3,5,2068
Ford,EXPLORER,2005,2.1,Electric,Automatic,40020,5,2,10399
Volkswagen,TIGUAN,2017,3.3,Electric,Automatic,201512,4,3,11969
Kia,SPORTAGE,2014,1.3,Diesel,Semi-automatic,180373,5,5,5992
Toyota,COROLLA,2014,4.7,Petrol,Semi-automatic,114382,5,3,10712
Mercedes,E-CLASS,2003,1.9,Petrol,Automatic,211135,5,1,4177
Mercedes,C-CLASS,2007,2.0,Petrol,Semi-automatic,118689,5,1,5826
Kia,SPORTAGE,2017,3.4,Diesel,Manual,149589,2,2,9608
Audi,A4,2022,1.4,Electric,Manual,84573,3,4,12408
Chevrolet,IMPALA,2004,1.8,Diesel,Semi-automatic,149851,4,2,4102
Hyundai,SONATA,2002,2.4,Petrol,Automatic,122979,3,5,6140
Audi,A4,2018,1.6,Diesel,Manual,180019,3,5,7499
Bmw,3 SERIES,2001,4.7,Diesel,Semi-automatic,107974,3,3,6940
Mercedes,GLA,2003,2.2,Hybrid,Semi-automatic,17393,3,5,7852
Ford,FIESTA,2001,2.6,Electric,Semi-automatic,74,2,2,8998
Toyota,COROLLA,2014,1.2,Electric,Automatic,215776,4,4,8684
Volkswagen,GOLF,2022,4.1,Hybrid,Semi-automatic,15423,4,3,15491
Volkswagen,TIGUAN,2009,2.1,Diesel,Automatic,216808,5,1,6063
Bmw,3 SERIES,2001,4.2,Electric,Automatic,271492,5,3,6670
Bmw,5 SERIES,2017,2.7,Electric,Automatic,23058,2,3,14938
Toyota,COROLLA,2015,4.9,Electric,Manual,292193,5,2,9656
Mercedes,C-CLASS,2020,1.2,Petrol,Manual,100045,5,5,9299
Toyota,COROLLA,2018,3.5,Petrol,Automatic,230823,3,5,9883
Ford,FIESTA,2020,2.9,Hybrid,Automatic,123389,4,4,13032
Kia,SPORTAGE,2020,2.7,Diesel,Automatic,87168,5,3,12556
Honda,CR-V,2016,3.2,Diesel,Manual,253949,5,1,7021
Ford,FOCUS,2001,4.1,Diesel,Semi-automatic,88202,2,5,6735
Volkswagen,GOLF,2010,4.6,Hybrid,Semi-automatic,89735,5,5,10905
Chevrolet,MALIBU,2015,4.3,Petrol,Semi-automatic,190674,4,1,9086
Honda,CIVIC,2007,3.0,Diesel,Manual,45399,3,1,8292
Kia,SPORTAGE,2015,3.5,Diesel,Manual,118075,2,3,9738
Bmw,5 SERIES,2023,1.8,Electric,Semi-automatic,212962,2,4,10540
Ford,EXPLORER,2000,1.8,Hybrid,Manual,222734,3,4,2445
Volkswagen,PASSAT,2000,4.8,Electric,Automatic,158249,2,2,9235
Bmw,3 SERIES,2008,4.4,Petrol,Semi-automatic,268020,5,1,5539
Toyota,COROLLA,2015,3.0,Electric,Manual,102552,3,3,11548
Honda,CR-V,2004,3.9,Electric,Automatic,96421,4,5,10771
Honda,CIVIC,2018,2.2,Hybrid,Automatic,227142,5,3,9657
Toyota,RAV4,2002,1.7,Petrol,Automatic,265079,4,4,2598
Kia,SPORTAGE,2001,3.3,Electric,Semi-automatic,258462,4,4,4530
Honda,CIVIC,2007,1.6,Electric,Semi-automatic,84889,4,3,8102
Volkswagen,TIGUAN,2023,4.6,Diesel,Automatic,193427,3,1,13231
Hyundai,SONATA,2020,3.4,Hybrid,Automatic,15353,3,4,15692
Honda,CR-V,2022,3.0,Diesel,Automatic,95078,5,2,13298
Volkswagen,GOLF,2003,4.2,Petrol,Automatic,92303,4,1,8853
Ford,EXPLORER,2011,1.1,Diesel,Manual,122843,2,5,6043
Volkswagen,PASSAT,2006,3.3,Hybrid,Semi-automatic,203140,3,1,6137
Audi,Q5,2019,1.5,Hybrid,Automatic,299007,2,2,7819
Honda,CIVIC,2000,3.6,Hybrid,Semi-automatic,71037,2,2,7279
Hyundai,TUCSON,2017,4.3,Diesel,Semi-automatic,190312,5,2,9693
Kia,SPORTAGE,2003,2.3,Diesel,Automatic,138463,5,1,6030
Volkswagen,TIGUAN,2011,4.2,Hybrid,Manual,49206,5,5,11615
Bmw,5 SERIES,2009,1.8,Electric,Semi-automatic,115364,2,1,8292
Toyota,RAV4,2021,3.3,Diesel,Automatic,291239,5,2,9375
Mercedes,C-CLASS,2000,4.2,Petrol,Manual,270079,5,2,2898
Mercedes,E-CLASS,2015,2.4,Diesel,Semi-automatic,260513,4,5,5789
Toyota,COROLLA,2016,3.7,Diesel,Semi-automatic,191330,5,2,8773
Volkswagen,TIGUAN,2019,3.9,Electric,Manual,133300,4,1,13034
Honda,ACCORD,2020,3.6,Hybrid,Semi-automatic,51251,5,5,13674
Bmw,X5,2021,1.7,Petrol,Semi-automatic,48231,5,2,11135
Chevrolet,IMPALA,2013,2.2,Electric,Automatic,196832,3,1,9763
Hyundai,ELANTRA,2023,4.3,Petrol,Semi-automatic,49540,4,2,14309
Chevrolet,MALIBU,2014,2.2,Electric,Automatic,47950,3,1,13041
Audi,Q5,2014,4.0,Petrol,Semi-automatic,237177,2,4,7556
Volkswagen,TIGUAN,2011,4.9,Petrol,Semi-automatic,285572,2,4,6588
Ford,FOCUS,2017,3.6,Petrol,Semi-automatic,263823,5,4,7523
Volkswagen,TIGUAN,2020,2.3,Petrol,Automatic,134572,4,1,11208
Ford,EXPLORER,2019,3.7,Electric,Manual,234754,2,2,10804
Bmw,3 SERIES,2019,3.2,Electric,Manual,248880,5,5,10022
Ford,EXPLORER,2010,1.6,Petrol,Manual,36425,3,4,7971
Kia,OPTIMA,2001,4.2,Electric,Semi-automatic,189692,3,5,6806
Toyota,COROLLA,2001,4.8,Electric,Semi-automatic,107723,2,3,9045
Kia,RIO,2023,3.4,Petrol,Manual,177464,4,3,10850
Audi,A4,2011,2.8,Petrol,Manual,104757,3,5,8104
Kia,SPORTAGE,2017,2.6,Electric,Automatic,108462,2,1,13130
Hyundai,SONATA,2022,3.1,Hybrid,Automatic,28342,3,5,15733
Volkswagen,GOLF,2016,2.8,Hybrid,Automatic,218978,2,1,9820
Bmw,5 SERIES,2018,3.9,Electric,Manual,216924,5,3,11061
Ford,FIESTA,2014,2.8,Electric,Semi-automatic,136710,5,1,10365
Hyundai,ELANTRA,2001,4.1,Petrol,Manual,187046,2,3,4759
Hyundai,ELANTRA,2005,2.7,Hybrid,Automatic,45510,2,3,9889
Ford,EXPLORER,2003,1.4,Diesel,Automatic,267644,3,3,2547
Mercedes,GLA,2002,4.8,Diesel,Automatic,248863,2,1,6022
Bmw,5 SERIES,2022,1.6,Petrol,Automatic,112224,2,1,11555
Bmw,3 SERIES,2012,4.1,Hybrid,Semi-automatic,269110,5,5,7417
Kia,RIO,2006,1.1,Hybrid,Automatic,71600,2,2,8068
Mercedes,C-CLASS,2020,2.3,Electric,Manual,167084,3,4,11058
Hyundai,ELANTRA,2018,3.0,Hybrid,Manual,209783,2,4,9304
Honda,CR-V,2000,2.4,Electric,Automatic,122782,5,3,7544
Volkswagen,PASSAT,2018,3.5,Electric,Manual,44918,4,3,14101
Bmw,X5,2011,3.3,Hybrid,Semi-automatic,59350,5,1,10513
Toyota,CAMRY,2005,4.4,Petrol,Automatic,124854,4,2,9002
Honda,ACCORD,2002,1.7,Hybrid,Manual,129658,4,2,4806
Ford,EXPLORER,2017,5.0,Electric,Semi-automatic,174286,4,1,12714
Audi,A4,2009,4.5,Petrol,Automatic,119948,3,3,10401
Audi,A4,2000,3.8,Petrol,Semi-automatic,63543,5,1,6629
Bmw,5 SERIES,2005,3.9,Diesel,Semi-automatic,123959,2,3,7020
Mercedes,GLA,2020,1.7,Diesel,Automatic,119413,3,3,10911
Mercedes,GLA,2002,4.6,Electric,Automatic,28405,5,4,12231
Audi,Q5,2010,3.8,Diesel,Automatic,19071,3,1,12018
Chevrolet,EQUINOX,2017,1.8,Petrol,Semi-automatic,96482,5,5,9070
Honda,CIVIC,2015,2.3,Electric,Semi-automatic,207427,4,5,8751
Hyundai,ELANTRA,2012,2.6,Petrol,Semi-automatic,291400,5,2,4472
Chevrolet,IMPALA,2023,2.1,Petrol,Automatic,41573,5,4,13768
Chevrolet,EQUINOX,2003,3.3,Hybrid,Automatic,100141,2,3,8797
Chevrolet,EQUINOX,2012,1.4,Diesel,Semi-automatic,128584,3,5,6528
Ford,EXPLORER,2003,4.9,Diesel,Automatic,299066,4,3,5418
Mercedes,E-CLASS,2004,1.2,Diesel,Automatic,141943,4,1,5161
Volkswagen,PASSAT,2015,4.2,Petrol,Automatic,263711,3,2,9025
Audi,A4,2010,3.4,Hybrid,Automatic,281978,3,2,7360
Chevrolet,MALIBU,2002,1.7,Electric,Manual,214459,5,1,4110
Honda,CR-V,2002,1.8,Electric,Manual,159351,2,3,5312
Chevrolet,MALIBU,2000,2.8,Petrol,Manual,280108,5,3,2000
Bmw,3 SERIES,2011,2.8,Hybrid,Manual,178509,4,4,7629
Hyundai,SONATA,2004,4.0,Petrol,Manual,17140,5,2,8957
Audi,A4,2017,2.6,Petrol,Automatic,280103,4,5,7697
Toyota,CAMRY,2012,4.1,Hybrid,Automatic,97971,5,1,12340
Audi,A3,2010,4.6,Electric,Automatic,226022,3,3,10679
Toyota,COROLLA,2004,2.6,Petrol,Automatic,88330,2,4,7633
Mercedes,GLA,2012,4.7,Electric,Semi-automatic,251019,2,3,9379
Kia,RIO,2021,1.4,Hybrid,Manual,115527,4,1,10489
Bmw,5 SERIES,2020,4.1,Hybrid,Automatic,65158,3,1,15396
Honda,CIVIC,2011,4.6,Petrol,Semi-automatic,136182,3,2,9276
Audi,A4,2018,3.3,Hybrid,Manual,171346,2,1,10373
Bmw,3 SERIES,2011,3.9,Petrol,Automatic,31189,3,3,12176
Toyota,RAV4,2019,3.6,Diesel,Manual,98479,3,2,11430
Ford,FOCUS,2010,1.2,Electric,Automatic,214493,5,3,7510
Honda,ACCORD,2023,5.0,Petrol,Manual,238324,5,2,11233
Bmw,X5,2000,3.3,Diesel,Manual,194043,3,4,3519
Audi,A4,2022,4.6,Hybrid,Semi-automatic,226584,2,4,11768
Volkswagen,TIGUAN,2017,2.6,Hybrid,Automatic,233248,5,1,9635
Audi,A3,2007,3.7,Electric,Automatic,213520,4,3,9129
Audi,Q5,2019,1.4,Diesel,Automatic,280967,2,3,7080
Ford,FIESTA,2006,2.7,Hybrid,Manual,51538,2,2,8569
Chevrolet,MALIBU,2001,4.9,Petrol,Manual,70195,2,2,7896
Mercedes,C-CLASS,2015,4.4,Hybrid,Semi-automatic,139468,5,4,11210
Chevrolet,IMPALA,2005,3.1,Hybrid,Semi-automatic,42542,2,4,8849
Hyundai,TUCSON,2020,2.3,Hybrid,Semi-automatic,192030,4,1,9559
Toyota,COROLLA,2023,3.4,Hybrid,Semi-automatic,19096,3,2,15018
Bmw,5 SERIES,2002,4.7,Diesel,Semi-automatic,273477,4,4,3930
Ford,EXPLORER,2012,1.7,Diesel,Semi-automatic,18936,2,4,9021
Honda,CIVIC,2009,2.3,Petrol,Manual,182780,2,2,5444
Ford,FOCUS,2019,4.6,Diesel,Automatic,141392,3,5,13072
Bmw,X5,2009,3.1,Petrol,Manual,65564,2,4,8588
Honda,CR-V,2017,1.6,Electric,Semi-automatic,125535,4,3,10289
Bmw,3 SERIES,2004,3.0,Electric,Manual,215571,3,5,5988
Hyundai,TUCSON,2021,3.9,Diesel,Automatic,217374,2,4,11452
Hyundai,TUCSON,2004,4.0,Hybrid,Automatic,173201,4,2,8335
Honda,CIVIC,2019,3.2,Diesel,Manual,158300,3,2,9834
Chevrolet,MALIBU,2022,4.8,Hybrid,Semi-automatic,117267,2,4,14154
Chevrolet,IMPALA,2014,2.0,Petrol,Automatic,181881,5,5,8162
Toyota,COROLLA,2017,1.6,Electric,Semi-automatic,46400,3,3,11872
Ford,FIESTA,2005,4.2,Petrol,Manual,125377,4,1,7292
Bmw,3 SERIES,2018,5.0,Diesel,Manual,142084,3,2,11658
Mercedes,E-CLASS,2014,1.7,Petrol,Manual,95579,3,3,8088
Honda,CIVIC,2002,4.3,Diesel,Manual,275483,4,1,3490
Kia,RIO,2004,3.7,Diesel,Automatic,68962,4,5,9120
Volkswagen,GOLF,2010,3.1,Hybrid,Semi-automatic,265548,5,4,5889
Kia,SPORTAGE,2015,4.0,Hybrid,Semi-automatic,161451,5,5,10370
Toyota,COROLLA,2014,1.4,Electric,Semi-automatic,173573,4,4,8228
Mercedes,C-CLASS,2020,1.6,Petrol,Automatic,258410,3,1,8031
Mercedes,E-CLASS,2018,2.2,Electric,Manual,68474,3,1,12330
Honda,ACCORD,2003,2.2,Electric,Manual,278555,2,3,3628
Kia,SPORTAGE,2012,2.7,Electric,Semi-automatic,113357,3,4,10132
Honda,CIVIC,2022,1.2,Petrol,Semi-automatic,118189,5,2,9536
Kia,SPORTAGE,2005,3.0,Electric,Automatic,52129,4,4,11057
Kia,OPTIMA,2020,1.3,Petrol,Automatic,1213,4,5,12875
Toyota,RAV4,2007,4.9,Hybrid,Semi-automatic,193478,2,4,8230
Chevrolet,EQUINOX,2007,2.9,Diesel,Manual,109544,3,4,6909
Volkswagen,GOLF,2022,4.6,Diesel,Manual,145259,2,3,12394
Hyundai,TUCSON,2022,1.3,Diesel,Semi-automatic,86670,2,4,10266
Honda,CR-V,2022,3.8,Electric,Manual,90870,3,5,14682
Chevrolet,EQUINOX,2010,2.4,Electric,Semi-automatic,88040,3,2,9739
Volkswagen,PASSAT,2007,3.0,Electric,Manual,272439,3,3,5751
Bmw,5 SERIES,2018,4.6,Diesel,Manual,193942,3,1,10221
Audi,A4,2006,2.6,Petrol,Automatic,286546,4,4,4269
Honda,CIVIC,2008,4.5,Hybrid,Automatic,140691,3,1,10686
Bmw,5 SERIES,2023,2.7,Diesel,Semi-automatic,151802,5,4,10663
Audi,Q5,2012,3.3,Hybrid,Semi-automatic,47107,2,5,11057
Chevrolet,EQUINOX,2015,2.9,Diesel,Semi-automatic,116244,2,2,9175
Toyota,COROLLA,2013,1.7,Electric,Semi-automatic,248675,3,2,6726
Chevrolet,MALIBU,2023,3.6,Hybrid,Manual,206061,4,5,11478
Toyota,RAV4,2003,3.7,Hybrid,Semi-automatic,248288,5,1,4734
Toyota,COROLLA,2020,2.8,Hybrid,Semi-automatic,200179,2,3,9896
Bmw,X5,2001,2.8,Hybrid,Automatic,124896,4,3,7202
Honda,CIVIC,2011,4.4,Hybrid,Semi-automatic,34683,2,5,12106
Bmw,5 SERIES,2008,4.6,Petrol,Automatic,211540,2,3,8369
Mercedes,C-CLASS,2020,4.3,Petrol,Semi-automatic,245144,5,1,9497
Honda,CR-V,2006,2.6,Electric,Semi-automatic,126424,2,5,7971
Chevrolet,IMPALA,2016,1.2,Hybrid,Manual,80455,4,4,9490
Honda,CR-V,2020,1.1,Electric,Manual,231642,4,1,8567
Kia,SPORTAGE,2004,3.4,Electric,Automatic,93978,4,2,10320
Volkswagen,PASSAT,2005,1.5,Petrol,Manual,217997,5,4,2740
Hyundai,SONATA,2012,1.8,Hybrid,Manual,74195,2,1,9016
Hyundai,SONATA,2012,3.1,Electric,Automatic,211305,3,3,10073
Ford,FIESTA,2018,2.0,Petrol,Manual,5196,4,3,11396
Audi,Q5,2016,4.4,Hybrid,Semi-automatic,181485,4,3,10670
Bmw,X5,2019,4.0,Hybrid,Manual,238714,5,2,10025
Toyota,CAMRY,2012,3.9,Diesel,Manual,22645,2,4,11147
